"last_name, first_name","player_id","year","pa","hit","single","double","triple","home_run","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","r_total_stolen_base","b_swinging_strike","r_run","r_stolen_base_pct","xba","xslg","woba","xwoba","xobp","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent","batted_ball"
"d'Arnaud, Travis","518595","2022","426","106","62","25","1","18",21.1,4.5,".268",".472",".319","0.791","0","211","61",,".247",".412",".343",".313",".300","88.5","11.8",35,"26",8.5,38.9,"99.567378882","93.920566898",26.9,52.8,"306"
"Luplow, Jordan","656669","2022","234","36","20","5","0","11",25.6,10.7,".176",".361",".274","0.635","5","128","26",,".198",".351",".281",".288",".293","87.2","17.7",24,"11",7.5,32.9,"97.877095068","92.98903131",29.9,47.9,"146"
"Velázquez, Nelson","676369","2022","206","38","22","7","3","6",31.6,9.2,".205",".373",".286","0.659","5","131","20",,".209",".399",".291",".305",".291","89.2","12.3",35,"16",13.3,43.6,"100.265489661","94.367476923",36.2,47.4,"120"
"Adames, Willy","642715","2022","617","134","72","31","0","31",26.9,7.9,".238",".458",".298","0.756","8","308","83",,".238",".451",".325",".323",".299","88.9","18.9",36.4,"52",13,43.6,"100.099002736","94.300793591",28.2,49.6,"401"
"Thomas, Lane","657041","2022","548","120","75","26","2","17",24.1,7.5,".241",".404",".301","0.705","8","173","62",,".222",".357",".308",".286",".286","86.4","12.5",32.6,"24",6.5,34.5,"98.449522283","93.255458474",21.1,44.1,"371"
"Moncada, Yoán","660162","2022","433","84","53","18","1","12",26.3,7.4,".212",".353",".273","0.626","2","199","41",,".220",".375",".275",".289",".282","88.7","15.7",35.1,"28",9.8,37.5,"99.519949858","93.912687082",27.8,47.1,"285"
"Turner, Justin","457759","2022","532","130","81","36","0","13",16.7,9.4,".278",".438",".350","0.788","3","182","61",,".267",".427",".343",".339",".343","89.5","18.4",40.6,"31",8,40.6,"99.002545648","93.736858523",20.3,48.2,"387"
"Gonzalez, Romy","663853","2022","109","25","18","4","1","2",35.8,1.8,".238",".352",".257","0.609","0","69","15",,".228",".359",".264",".265",".248","91.2","3.3",29.9,"6",9,49.3,"102.563254242","95.828662308",37.9,53.7,"67"
"Devers, Rafael","646240","2022","614","164","94","42","1","27",18.6,8.1,".295",".521",".358","0.879","3","310","84",,".282",".497",".373",".361",".348","93.1","11.3",33.1,"51",11.5,50.9,"103.784239231","96.704402472",28.1,54.6,"444"
"Madrigal, Nick","663611","2022","228","52","45","7","0","0",11.8,6.1,".249",".282",".305","0.587","3","29","19",,".256",".311",".267",".283",".313","85.9","-0.2",26.6,"0",0,24.6,"94.969870795","91.48588483",10.3,44.5,"184"
"Bethancourt, Christian","542194","2022","333","80","52","17","0","11",24,3.6,".252",".409",".283","0.692","5","202","39",,".255",".449",".301",".318",".286","90.1","9.4",31.4,"28",11.7,44.8,"101.959454237","95.365619619",34.7,62.5,"239"
"Mercado, Óscar","640458","2022","128","25","14","6","1","4",22.7,3.9,".207",".372",".242","0.614","2","64","17",,".203",".350",".266",".258",".239","86.3","22.2",33.3,"6",6.5,29,"96.400118085","92.245220968",26.6,56.7,"93"
"Almora Jr., Albert","546991","2022","235","48","32","10","1","5",19.6,7.2,".223",".349",".282","0.631","3","85","26",,".233",".307",".279",".270",".292","84","6.7",29.8,"3",1.8,25.4,"95.828660964","91.938692242",23.6,51.5,"171"
"Hoerner, Nico","663538","2022","517","135","98","22","5","10",11,5.4,".281",".410",".327","0.737","20","105","60",,".270",".367",".320",".301",".318","87.2","10.6",32.4,"11",2.6,33.5,"97.678971875","92.920531108",14.2,49.2,"426"
"Drury, Brandon","592273","2022","568","136","75","31","2","28",22.2,6.7,".263",".492",".320","0.812","2","181","87",,".242",".420",".350",".316",".303","89.1","13.8",34.8,"41",10.4,42.2,"100.586892132","94.438998321",21.5,45.9,"396"
"Lowe, Josh","666139","2022","198","40","24","12","2","2",33.3,7.6,".221",".343",".284","0.627","3","112","24",,".212",".339",".276",".272",".276","88.3","11.4",47.4,"6",5.2,37.1,"98.497331034","93.392541391",32.6,46.2,"116"
"Edman, Tommy","669242","2022","630","153","105","31","4","13",17.6,7.3,".265",".400",".324","0.724","32","191","95",,".258",".380",".318",".308",".318","88.6","8.7",31.6,"29",6.2,37.8,"98.931648319","93.598664536",20.6,47,"468"
"Marsh, Brandon","669016","2022","461","104","71","18","4","11",34.3,6.1,".245",".384",".295","0.679","10","222","49",,".226",".372",".296",".287",".279","89.2","10.9",40.8,"20",7.4,38.2,"99.629003534","94.108601774",29.1,47.9,"272"
"Guillorme, Luis","641645","2022","335","81","66","12","1","2",13.7,10.1,".273",".340",".351","0.691","1","59","33",,".255",".335",".311",".302",".335","86.2","4.3",35.6,"6",2.4,24.9,"95.53920878","91.784068496",13.3,40.6,"253"
"Pinder, Chad","640461","2022","379","85","55","18","0","12",31.1,3.7,".235",".385",".263","0.648","2","230","38",,".235",".380",".281",".280",".263","87.5","9.7",33.3,"16",6.5,40.7,"100.06829876","94.061727355",34.5,52.9,"246"
"McCormick, Chas","676801","2022","407","88","60","12","2","14",26,11.3,".245",".407",".332","0.739","4","208","47",,".232",".414",".326",".325",".321","88.1","12.8",33.5,"26",10.2,39,"98.903106371","93.652024395",32.2,48.4,"254"
"Smith, Dominic","642086","2022","152","26","15","10","1","0",24.3,7.9,".194",".284",".276","0.560","0","58","11",,".219",".360",".254",".293",".299","89.6","10.9",28.3,"7",7.1,46.5,"99.660695","94.216232222",26,45.4,"99"
"Engel, Adam","641553","2022","260","55","39","13","1","2",29.2,4.2,".224",".310",".269","0.579","12","139","32",,".219",".287",".256",".246",".264","87.9","15",30.8,"3",1.8,33.1,"98.589188571","93.376579521",33.6,47.4,"169"
"Toro, Abraham","647351","2022","352","60","36","13","1","10",18.5,6.3,".185",".324",".239","0.563","2","113","36",,".226",".372",".246",".284",".277","87","16.7",31.2,"18",6.8,29.7,"97.172547348","92.624451255",21.6,47.3,"263"
"Trevino, Jose","624431","2022","353","83","59","12","1","11",17.6,4.2,".248",".388",".283","0.671","2","119","39",,".239",".364",".293",".281",".275","87.9","13",31,"14",5.1,35,"98.396823259","93.244987844",21.1,50,"274"
"Acuña Jr., Ronald","660670","2022","533","124","85","24","0","15",23.6,9.9,".266",".413",".351","0.764","29","226","71",,".272",".484",".335",".365",".358","91.2","10.8",32.8,"44",12.8,49.7,"103.759318129","96.440064282",24.9,47.9,"344"
"Davis, J.D.","605204","2022","365","79","50","16","1","12",33.4,10.7,".248",".418",".340","0.758","1","257","46",,".242",".469",".333",".351",".336","92.4","12.3",34.8,"32",16.2,56.1,"103.966730202","96.76614",37.4,51.3,"198"
"Serven, Brian","661531","2022","205","38","27","4","1","6",21.5,6.3,".203",".332",".261","0.593","0","101","19",,".212",".291",".263",".254",".271","84.5","12.5",32.9,"4",2.7,29.5,"96.245205139","92.177853427",27.2,54.5,"146"
"Lowe, Brandon","664040","2022","266","52","32","10","2","8",22.9,10.2,".221",".383",".308","0.691","1","159","31",,".237",".401",".306",".320",".322","89.4","16.6",35.4,"18",10.3,38.9,"99.918656897","94.284977069",33.5,53.3,"175"
"Suzuki, Kurt","435559","2022","159","25","17","4","0","4",18.2,9.4,".180",".295",".266","0.561","0","51","10",,".191",".281",".254",".255",".276","85.2","24.1",31,"4",3.5,26.5,"95.157941429","91.58600375",21.1,48.1,"113"
"Senzel, Nick","669222","2022","420","86","68","13","0","5",18.1,7.1,".231",".306",".296","0.602","8","131","45",,".249",".355",".272",".299",".313","87.2","11.7",35,"10",3.3,33.9,"97.72590723","92.94147061",21.8,47.7,"300"
"Nola, Austin","543592","2022","397","87","68","15","0","4",15.1,8.6,".251",".329",".321","0.650","2","84","40",,".256",".351",".290",".305",".330","89.4","12",35.4,"7",2.4,39.7,"98.960360608","93.682414983",14.4,42.8,"297"
"Massey, Michael","686681","2022","194","42","28","9","1","4",23.7,4.6,".243",".376",".307","0.683","3","94","16",,".243",".450",".302",".332",".310","89.3","16.4",35.1,"17",13,38.2,"99.036690645","93.797110403",27.8,54.5,"131"
"Mazara, Nomar","608577","2022","171","42","32","8","0","2",23.4,5.8,".264",".352",".316","0.668","0","76","16",,".250",".357",".297",".294",".303","86.1","17.6",35.3,"5",4.2,32.8,"97.016111333","92.550589748",26.8,46.5,"119"
"Choi, Ji Man","596847","2022","419","83","50","22","0","11",29.4,13.8,".233",".388",".341","0.729","0","217","36",,".236",".413",".322",".337",".347","92.2","10.6",37.3,"28",11.9,47.5,"101.295507712","95.335577574",32.3,41.7,"236"
"Guerrero Jr., Vladimir","665489","2022","706","175","108","35","0","32",16.4,8.2,".274",".480",".339","0.819","8","275","90",,".281",".464",".351",".351",".345","92.8","4.3",27.9,"59",11.2,50.4,"105.507038582","97.328619789",24.4,49.7,"526"
"Gurriel, Yuli","493329","2022","584","132","84","40","0","8",12.5,5.1,".242",".360",".288","0.648","8","121","53",,".240",".319",".285",".271",".286","88.2","14.6",30.3,"9",1.9,35.6,"98.291200127","93.270425297",14.3,48.5,"475"
"Wong, Kolten","543939","2022","497","108","65","24","4","15",17.7,9.3,".251",".430",".339","0.769","17","153","65",,".235",".353",".336",".305",".327","87","14",33.5,"19",5.4,35.5,"97.674374503","92.864768387",20.2,43.1,"349"
"Sosa, Edmundo","624641","2022","190","40","23","11","4","2",26.3,2.6,".227",".369",".275","0.644","6","98","26",,".240",".345",".282",".282",".287","86.8","11.4",34.4,"7",5.5,29.7,"97.432853438","92.759540157",31.4,57.1,"128"
"McMahon, Ryan","641857","2022","597","130","84","23","3","20",26.5,10.1,".246",".414",".327","0.741","7","277","67",,".247",".423",".326",".330",".329","91.7","10.8",36.4,"39",10.4,46.5,"102.094383676","95.689199432",28.2,45.2,"374"
"Alcántara, Sergio","642727","2022","224","45","30","8","1","6",25.4,5.4,".220",".356",".261","0.617","1","79","26",,".209",".291",".269",".244",".254","86.6","13.5",32.5,"3",1.9,32.5,"95.873264737","91.967081987",23.8,42.8,"154"
"Castellanos, Nick","592206","2022","558","138","98","27","0","13",23.3,5.2,".263",".389",".305","0.694","7","335","56",,".250",".395",".304",".302",".293","87.5","14.6",36.9,"26",6.6,35.1,"98.393032843","93.293370431",32.2,57,"396"
"Smith, Pavin","656976","2022","277","54","36","9","0","9",24.2,10.1,".220",".367",".300","0.667","1","79","24",,".216",".379",".294",".304",".300","87.9","15.2",28.7,"18",9.9,35.9,"98.397917802","93.251592099",21.7,39.5,"181"
"Vargas, Ildemaro","545121","2022","222","55","37","13","1","4",10.4,3.6,".263",".392",".299","0.691","3","38","19",,".227",".305",".302",".255",".265","87","7.4",28.2,"4",2.1,29.3,"96.943626739","92.531312459",11.6,47.7,"188"
"Vogt, Stephen","519390","2022","191","27","15","4","1","7",24.1,8.9,".161",".321",".241","0.562","1","76","18",,".211",".350",".249",".282",".287","87","21",38.9,"10",7.9,27.8,"96.256857778","92.21418128",27.1,46.5,"126"
"Carpenter, Matt","572761","2022","154","39","15","9","0","15",22.7,12.3,".305",".727",".412","1.139","0","58","28",,".230",".484",".472",".360",".350","89.8","22.4",41.1,"13",13.7,42.1,"99.672980435","94.162418352",23.7,41.4,"95"
"Albies, Ozzie","645277","2022","269","61","37","16","0","8",17.5,5.9,".247",".409",".294","0.703","3","116","36",,".236",".383",".305",".294",".287","87.1","16.9",34.8,"11",5.4,26.5,"96.497792157","92.315202794",22.9,58.2,"204"
"Marcano, Tucupita","672779","2022","177","33","23","6","2","2",24.9,5.6,".206",".306",".256","0.562","2","56","18",,".172",".239",".249",".210",".224","84.7","11.1",30.3,"2",1.6,17.2,"94.100557069","91.080698696",20.6,46.1,"122"
"Thompson, Bubba","669352","2022","181","45","39","5","0","1",30.9,3.9,".265",".312",".302","0.614","18","107","18",,".171",".235",".274",".203",".212","84.8","5.3",21.6,"2",1.7,21.6,"95.6266222","91.8214983",31.6,58.7,"116"
"Caratini, Victor","605170","2022","314","54","33","12","0","9",21.3,9.9,".199",".342",".300","0.642","0","92","26",,".233",".350",".289",".309",".332","89.4","6.6",30,"13",6.3,43.5,"100.649286408","94.496842039",20.9,42.3,"207"
"Ozuna, Marcell","542303","2022","507","106","64","19","0","23",24.1,6.1,".226",".413",".274","0.687","2","253","56",,".256",".478",".298",".337",".303","89.4","16.5",31.8,"46",13.1,43.8,"101.775141886","95.035047714",28.7,49.4,"352"
"Pederson, Joc","592626","2022","433","104","59","19","3","23",23.1,9.7,".274",".521",".353","0.874","3","162","57",,".266",".502",".373",".367",".348","93.2","14.8",34.2,"43",15.1,52.1,"103.347393857","96.58467276",24.4,46.1,"284"
"Berti, Jon","542932","2022","404","86","62","17","3","4",22,10.4,".240",".338",".324","0.662","41","149","47",,".236",".358",".298",".306",".322","88","4.7",30.7,"16",5.9,37,"98.782159778","93.452015688",24.5,44.5,"270"
"Villar, Jonathan","542340","2022","220","42","31","6","2","3",26.8,6.8,".208",".302",".260","0.562","7","130","25",,".208",".283",".250",".247",".262","89.6","-0.7",24.7,"4",2.7,40.4,"100.671592429","94.551199137",34.9,51,"146"
"Thompson, Trayce","572204","2022","255","56","28","14","1","13",36.5,12.5,".256",".507",".353","0.860","4","164","36",,".251",".496",".370",".366",".350","92.2","16.4",45.3,"21",16.4,46.9,"103.303449063","96.133570313",37.8,43.9,"128"
"Moreno, Gabriel","672515","2022","73","22","20","1","0","1",11,5.5,".319",".377",".356","0.733","0","24","10",,".274",".362",".326",".299",".314","89.2","5.9",29.5,"2",3.3,32.8,"97.748776129","93.009237869",19.7,47.9,"61"
"Stubbs, Garrett","596117","2022","121","28","18","4","1","5",24.8,11.6,".264",".462",".350","0.812","2","34","19",,".207",".299",".355",".275",".300","85.2","15.2",33.8,"4",5.2,27.3,"96.098752571","92.112040145",21.2,39.2,"77"
"Farmer, Kyle","571657","2022","583","134","94","25","1","14",17,5.7,".255",".386",".315","0.701","4","176","58",,".258",".380",".309",".311",".320","85.5","12.7",37.7,"19",4.4,33.8,"97.050252093","92.534027326",19.2,50.3,"435"
"Toglia, Michael","669911","2022","120","24","12","8","2","2",36.7,7.5,".216",".378",".275","0.653","1","65","10",,".218",".305",".285",".261",".276","87.4","17",32.8,"5",7.5,40.3,"99.722920588","94.057525373",33.8,47.7,"67"
"Carroll, Corbin","682998","2022","115","27","12","9","2","4",27,7,".260",".500",".330","0.830","2","50","13",,".221",".359",".358",".293",".295","85.8","9.1",34.2,"4",5.5,32.9,"97.229943784","92.678458904",28.8,44.8,"73"
"White, Eli","642201","2022","117","21","16","2","0","3",35,9.4,".200",".305",".274","0.579","12","75","16",,".183",".293",".260",".255",".261","86.4","21.5",30.8,"3",4.6,29.2,"97.840377143","92.922132679",39.6,46.6,"65"
"Urías, Luis","649966","2022","472","97","63","17","1","16",21,10.6,".239",".404",".335","0.739","1","168","54",,".238",".398",".327",".326",".335","87.3","18",34.3,"26",8.3,35.3,"97.964867677","93.080449903",22.2,43.2,"312"
"Hernández, Enrique","571771","2022","402","80","50","24","0","6",17.7,8.5,".222",".338",".291","0.629","0","157","48",,".238",".357",".280",".297",".308","87.8","17.3",33.3,"17",5.8,35,"98.797690959","93.474506164",24.6,47.7,"294"
"Straw, Myles","664702","2022","596","118","93","22","3","0",14.6,9.1,".221",".273",".291","0.564","21","94","72",,".236",".301",".257",".275",".306","87","9.8",34.1,"3",0.7,26.5,"95.486124533","91.784236481",12.6,40.5,"454"
"Contreras, William","661388","2022","376","93","58","14","1","20",27.7,10.4,".278",".506",".354","0.860","2","205","51",,".243",".479",".370",".347",".323","90.4","6.1",31.9,"31",13.4,46.6,"102.334962328","95.58762026",34.3,44.6,"232"
"Kepler, Max","596146","2022","446","88","60","18","1","9",14.8,11,".227",".348",".318","0.666","3","124","54",,".266",".412",".298",".338",".353","89.1","11.2",31.9,"23",7.1,39.9,"100.09058546","94.217393221",19.9,46.1,"326"
"Chang, Yu","644374","2022","190","35","25","6","0","4",31.1,8.4,".208",".315",".289","0.604","0","89","19",,".213",".357",".273",".290",".294","88.8","14.3",35.1,"10",9,36.9,"99.67517875","93.930700901",29.3,47.5,"111"
"Leblanc, Charles","641779","2022","169","41","27","10","0","4",31.4,7.1,".263",".404",".320","0.724","4","69","18",,".218",".368",".318",".285",".278","87.3","16.9",36.9,"9",8.7,32,"98.569849412","93.395520588",25.5,44.3,"103"
"Bell, Josh","605137","2022","647","147","98","29","3","17",15.8,12.5,".266",".422",".362","0.784","0","212","78",,".273",".424",".344",".349",".369","88.9","8.4",30.7,"33",7.2,40.8,"100.551357456","94.511584791",21.7,45.3,"456"
"Gomes, Yan","543228","2022","293","65","45","12","0","8",16,2.7,".235",".365",".260","0.625","2","83","23",,".251",".379",".271",".287",".278","85.3","9.4",37.9,"8",3.4,28.9,"96.735466466","92.387642035",19.4,54.2,"235"
"Goldschmidt, Paul","502671","2022","651","178","102","41","0","35",21.7,12.1,".317",".578",".404","0.982","7","259","106",,".261",".482",".419",".367",".357","90.8","15.7",31.8,"49",11.6,47.4,"102.244608246","95.440152299",26.8,41.7,"424"
"Hall, Darick","669742","2022","142","34","16","8","1","9",31,3.5,".250",".522",".282","0.804","0","78","19",,".232",".462",".343",".312",".264","91.4","18.6",37,"16",17.4,44.6,"101.637107174","95.146168043",33.7,52.5,"92"
"Lopez, Nicky","670032","2022","480","99","83","12","4","0",13.1,6,".227",".273",".281","0.554","13","130","51",,".243",".312",".251",".273",".296","84.9","4.9",31.3,"6",1.6,22.9,"94.94043827","91.479636504",17.3,49.1,"384"
"Grisham, Trent","663757","2022","524","83","48","16","2","17",28.6,10.9,".184",".341",".284","0.625","7","199","58",,".205",".358",".280",".296",".303","88.3","15.1",25.5,"25",8.1,35.5,"99.46593125","93.84436934",26.2,38.7,"310"
"Meneses, Joey","608841","2022","240","72","45","14","0","13",21.7,6.3,".324",".563",".367","0.930","1","90","33",,".267",".457",".395",".332",".315","91.4","9.5",39,"17",9.9,47.1,"101.552249535","95.227615673",23.3,48.4,"172"
"Urshela, Gio","570482","2022","551","143","100","27","3","13",17.4,7.4,".285",".429",".338","0.767","1","188","61",,".268",".416",".332",".323",".324","88.9","11.8",38.6,"29",7,37.6,"99.120552402","93.736875907",21.4,53.1,"412"
"Abrams, CJ","682928","2022","302","70","54","12","2","2",16.6,1.7,".246",".324",".280","0.604","7","113","33",,".241",".316",".267",".266",".277","86.5","6.8",28.6,"5",2.1,30.7,"97.184953739","92.612726201",22.3,57,"238"
"Verdugo, Alex","657077","2022","644","166","115","39","1","11",13.4,6.5,".280",".405",".328","0.733","1","140","75",,".278",".428",".319",".329",".327","89.1","8.4",37.8,"31",6,38.2,"99.112574241","93.706486823",15.5,45.3,"513"
"Hernandez, Yadiel","628450","2022","327","82","57","16","0","9",22.6,5.8,".269",".410",".312","0.722","2","172","30",,".247",".411",".315",".313",".296","88.8","3.5",35.6,"20",8.6,42.1,"98.936412348","93.716495522",29.5,51.5,"233"
"Narváez, Omar","553882","2022","296","54","37","12","1","4",19.3,9.8,".206",".305",".292","0.597","0","114","21",,".207",".293",".269",".268",".294","84.7","17.7",36.7,"5",2.4,18.4,"94.078356176","91.054216305",23.4,50,"207"
"Thomas, Alek","677950","2022","411","88","62","17","1","8",18,5.4,".231",".344",".275","0.619","4","161","45",,".238",".335",".272",".277",".285","87.4","2.6",27.9,"12",3.8,34.6,"98.660118182","93.330771656",25,49.2,"312"
"Heim, Jonah","641680","2022","450","92","55","20","1","16",19.3,9.1,".227",".399",".298","0.697","2","165","51",,".224",".361",".306",".291",".296","89.3","17",29.6,"22",6.9,39.9,"99.379567107","93.916796887",21.4,50.8,"321"
"Castro, Rodolfo","666801","2022","277","59","36","8","4","11",26.7,7.9,".233",".427",".296","0.723","5","147","25",,".210",".354",".314",".280",".276","87.3","11.7",25.6,"12",6.7,35,"99.31755","93.717343409",32.6,47.5,"180"
"Dozier, Hunter","641531","2022","500","109","67","26","4","12",25,6.8,".236",".387",".292","0.679","4","261","51",,".241",".387",".298",".301",".297","88.5","13.1",33.1,"26",7.7,38.5,"99.977574226","94.108179224",29.2,50.6,"338"
"Haggerty, Sam","664059","2022","201","45","30","9","1","5",26.4,9,".256",".403",".335","0.738","13","91","29",,".230",".330",".320",".285",".313","86","13.6",32.5,"5",4,24.6,"96.38917","92.207266333",27.9,49.3,"126"
"Escobar, Alcides","444876","2022","131","27","21","4","2","0",24.4,3.8,".218",".282",".260","0.542","1","48","12",,".210",".264",".242",".233",".252","81.8","15.7",39.1,"1",1.1,17.4,"92.492630217","90.550370549",21.3,54.3,"92"
"Reynolds, Matt","608703","2022","272","60","46","10","1","3",28.7,9.6,".246",".332",".320","0.652","5","107","31",,".215",".305",".293",".272",".294","90.2","5.6",36.5,"5",3,42.4,"99.450327831","94.04816097",29.2,41.5,"167"
"Wisdom, Patrick","621550","2022","534","97","44","28","0","25",34.3,9.9,".207",".426",".298","0.724","8","340","67",,".188",".380",".316",".295",".284","90.7","21",29.8,"41",14.2,46.3,"102.164032394","95.695873993",36.4,48.1,"289"
"Henderson, Gunnar","683002","2022","132","30","18","7","1","4",25.8,12.1,".259",".440",".348","0.788","1","52","12",,".250",".432",".343",".338",".341","92.4","2",25.6,"8",9.8,53.7,"103.04003561","96.431520488",26.6,41.2,"82"
"Kwan, Steven","680757","2022","638","168","130","25","7","6",9.4,9.7,".298",".400",".373","0.773","19","78","89",,".268",".341",".341",".312",".348","85.1","11.8",34.6,"7",1.4,20.8,"94.219058287","91.134248486",9,38.1,"509"
"Grandal, Yasmani","518735","2022","376","66","54","7","0","5",21,12,".202",".269",".301","0.570","1","111","15",,".217",".319",".263",".290",".317","90","12.1",30,"12",4.8,40,"99.46926856","94.06261824",21.6,39.7,"250"
"Polanco, Jorge","593871","2022","445","88","56","16","0","16",21.3,14.4,".235",".405",".346","0.751","3","171","54",,".248",".451",".333",".358",".361","89","21.7",37.7,"29",10.2,38.7,"99.924839571","94.156301183",25.6,42.4,"284"
"Molina, Yadier","425877","2022","270","56","43","8","0","5",14.8,1.9,".214",".302",".233","0.535","2","104","19",,".230",".328",".235",".254",".251","84.7","16.9",34.1,"7",3.1,26,"95.0195225","91.560423363",22,58.6,"223"
"Camargo, Johan","622666","2022","166","36","30","3","0","3",22.3,7.8,".237",".316",".297","0.613","0","68","8",,".225",".309",".276",".267",".286","86.4","11.6",37.1,"3",2.6,27.6,"96.285072982","92.157890439",24.9,48.7,"116"
"Garcia, Aramis","605244","2022","115","23","20","2","0","1",29.6,2.6,".213",".259",".248","0.507","0","67","6",,".212",".314",".228",".247",".246","87.5","19.6",35.5,"2",2.6,36.8,"98.567163784","93.291404595",30.8,52.1,"76"
"Walker, Christian","572233","2022","667","141","78","25","2","36",19.6,10.3,".242",".477",".327","0.804","2","251","84",,".257",".484",".346",".359",".343","90","17",33.3,"53",11.5,44,"101.466371179","95.00141326",24.6,44.7,"459"
"Suwinski, Jack","669261","2022","372","66","36","11","0","19",30.6,11,".202",".411",".298","0.709","4","175","45",,".204",".393",".311",".307",".300","88.3","14.3",26.3,"26",12.2,40.4,"100.221227453","94.334188302",30.5,43.2,"213"
"O'Neill, Tyler","641933","2022","383","76","50","11","1","14",26.9,9.9,".228",".392",".308","0.700","14","190","56",,".240",".423",".307",".331",".324","89.8","13.6",36.6,"27",11.3,43.3,"101.028153782","94.805530169",30.9,46.3,"238"
"Wade Jr., LaMonte","664774","2022","251","45","29","7","1","8",20.3,10.4,".207",".359",".305","0.664","1","64","29",,".221",".407",".298",".321",".317","87.7","21.1",33.7,"16",9.5,34.3,"98.05927131","93.112804491",17.8,44.8,"169"
"Miranda, Jose","669304","2022","483","119","79","25","0","15",18.8,5.8,".268",".426",".325","0.751","1","203","45",,".253",".410",".329",".317",".312","89.3","13.8",34.2,"22",6.2,42.4,"99.818973051","94.236161898",24.3,51.5,"354"
"Palacios, Richie","680700","2022","123","26","20","6","0","0",16.3,7.3,".232",".286",".293","0.579","2","36","7",,".244",".310",".258",".277",".308","85","13.5",26.9,"1",1.1,21.5,"95.27551","91.693951209",16.6,48.1,"93"
"Lopez, Alejo","664670","2022","156","38","31","5","1","1",13.5,5.8,".262",".331",".314","0.645","3","40","15",,".249",".329",".286",".280",".303","83.8","9.3",37.9,"1",0.8,20.2,"94.42221","91.277312397",16.3,50.6,"124"
"Stanton, Giancarlo","519317","2022","452","84","46","7","0","31",30.3,11.1,".211",".462",".297","0.759","0","257","53",,".240",".474",".327",".350",".328","95","10.8",26.9,"51",19.3,52.3,"107.816149318","98.594697985",36.5,43.1,"264"
"Perez, Salvador","521692","2022","473","113","66","23","1","23",23,3.8,".254",".465",".292","0.757","0","271","48",,".242",".470",".324",".323",".282","91.4","17.8",34.8,"38",11.2,49,"101.468749294","95.293979056",31.8,57.4,"339"
"Olson, Matt","621566","2022","699","148","70","44","0","34",24.3,10.7,".240",".477",".325","0.802","0","360","86",,".248",".467",".344",".347",".334","92.9","16.1",33.8,"61",13.6,50.9,"103.665099911","96.545680491",28.9,49.5,"450"
"Biggio, Cavan","624415","2022","303","52","27","18","1","6",28.1,12.5,".202",".350",".318","0.668","2","121","43",,".193",".319",".302",".288",".311","88.3","19.5",36.2,"12",6.9,32.8,"97.288596395","92.82033538",25.9,40.3,"174"
"Gorman, Nolan","669357","2022","313","64","37","13","0","14",32.9,8.9,".226",".420",".300","0.720","1","200","44",,".239",".476",".316",".341",".312","89.2","20",46.7,"26",14.4,43.3,"100.703871333","94.563796111",34.5,51.1,"180"
"Donaldson, Josh","518626","2022","546","106","63","28","0","15",27.1,9.9,".222",".374",".308","0.682","2","313","59",,".215",".370",".302",".299",".303","90.7","12",34.8,"33",9.8,43.3,"100.977600417","94.867949761",33.2,47.3,"336"
"Blackmon, Charlie","453568","2022","577","140","96","22","6","16",18.9,5.5,".264",".419",".314","0.733","4","189","60",,".256",".376",".317",".301",".308","86.2","12.4",36.7,"19",4.4,30.6,"97.426435333","92.732128429",21.4,51.5,"428"
"Mejía, Francisco","642336","2022","299","70","42","22","0","6",21.7,2.3,".242",".381",".264","0.645","0","135","32",,".242",".329",".279",".262",".265","86.8","15.7",39.1,"6",2.7,28,"96.324122655","92.181366356",23.4,61.2,"225"
"Bellinger, Cody","641355","2022","550","106","57","27","3","19",27.3,6.9,".210",".389",".265","0.654","14","253","70",,".213",".354",".284",".278",".271","89.4","20.3",34.4,"30",8.3,38.1,"98.149983833","93.243694234",27.2,49.9,"360"
"Varsho, Daulton","662139","2022","592","125","72","23","3","27",24.5,7.8,".235",".443",".302","0.745","16","257","79",,".213",".389",".323",".298",".285","87.7","14.9",33.6,"40",10.2,35.6,"99.211725904","93.6867316",25.2,50.6,"393"
"Morel, Christopher","666624","2022","425","89","50","19","4","16",32.2,8.9,".235",".433",".308","0.741","10","291","55",,".233",".435",".322",".324",".307","89.6","9.1",30,"33",13.4,40.3,"101.819951356","95.086096314",38.3,50.1,"247"
"Barrero, Jose","676480","2022","174","25","20","3","0","2",43.7,5.2,".152",".206",".195","0.401","4","125","13",,".140",".211",".183",".180",".185","87.5","17.7",33.7,"2",2.2,35.2,"98.193362727","93.242532414",38.5,57.4,"89"
"Azocar, José","640492","2022","216","52","40","9","3","0",20.4,5.6,".257",".332",".298","0.630","5","86","24",,".241",".317",".278",".272",".285","88.3","9.4",31.3,"4",2.5,30.6,"97.407050789","92.782399276",24.1,55.7,"160"
"Hernández, Teoscar","606192","2022","535","133","72","35","1","25",28.4,6.4,".267",".491",".316","0.807","6","313","71",,".265",".501",".348",".351",".314","92.6","11.6",36.3,"52",15,53.3,"103.420419483","96.496717867",35.1,48.8,"347"
